GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Owners,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,Mine Type,Mining Method,"Mine Size
(Km2)","Mine Depth
(m)",Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Opening Year,Closing Year,Reason for Closure,Mine Site Status,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Primary Consumer, Destination Name","Primary Consumer, Destination GEM Wiki",Reported Coal Mine Methane Emissions (thousand tonnes CH4),Reported Coal Mine Methane Emissions (thousand tonnes CO2 equivalent),Year of Reported Coal Mine Methane Emissions,Reference Type,Source ID,Has mine boundary and methane emissions sources data,Has associated plume data,Has associated CMM mitigation data
M4121,,Indonesia,Metalindo Bumi Raya Coal Mine,,,Metalindo Bumi Raya,,Metalindo Bumi Raya,Indonesia,,"0,34",2020,Surface,Open Pit,"12,48",50,Estimate,228,Estimate,Subbituminous,Thermal,2014,2022,,Unknown,,,Kotabaru,South Kalimantan,South-eastern Asia,Asia,"-3,435188","115,510581",Approximate,,,,,,,,,N,N,N
M4122,,Indonesia,Mitra Anugrah Sejahtera Coal Mine,Mitra Anugerah Sejahtera Coal Mine,,Mitra Anugerah Sejahtera,,Mitra Anugerah Sejahtera,Indonesia,,"0,04",2020,Surface,Open Pit,"1,9",50,Estimate,208,Estimate,Subbituminous,Thermal,2014,2024,,Unknown,,"Pit Angsana, Banjarbaru",Tanah Bumbu,South Kalimantan,South-eastern Asia,Asia,"-3,407771","115,351279",Approximate,,,,,,,,,N,N,N
M4125,,Indonesia,MJE Coal Mine,Multi Jaya Energi Coal Mine,,Multi Jaya Energi,,Multi Jaya Energi,Indonesia,,"0,09",2020,Surface,Open Pit,"90,85",50,Estimate,213,Estimate,Subbituminous,Thermal,2012,2024,,Unknown,,,Bulungan,North Kalimantan,South-eastern Asia,Asia,"3,040485","117,276297",Exact,,,,,,,,,N,N,N
M0712,,Indonesia,Mulia Coal Mine,Mulia-Jumbang,,PT Arutmin Indonesia,,Bumi Resources,Indonesia,,"3,3",2023,Surface,Open Pit,,50,Estimate,714,Estimate,Subbituminous,Thermal,1999,2024,,Unknown,,,,South Kalimantan,South-eastern Asia,Asia,"-3,877627","115,110224",Approximate,Export / Domestic,,,,,,,,N,N,N
M1497,,Indonesia,NTC Coal Mine,Nusantara Termal Coal Mine,,Nusantara Termal Coal,,Permata Prima Sakti,Indonesia,,"1,8",2014,Surface,Open Pit,"28,32",110,Exact,278,Estimate,Subbituminous,Thermal,2010,2015,,Unknown,,Rantau Pandan,Muara Bungo,Jambi,South-eastern Asia,Asia,"-1,595694","101,929279",Exact,,,,,,,,,N,N,N
M4133,,Indonesia,PAR Coal Mine,Pola Andhika Realtor Coal Mine,,Pola Andhika Realtor,,Mega Coal International and South East Asia Reources Limited,Indonesia,,"0,06",2021,Surface,Open Pit,"1,65",60,Estimate,,Estimate,Bituminous,Thermal & Met,2010,2023,,Unknown,Tiwei,,Paser,East Kalimantan,South-eastern Asia,Asia,"-1,455059","116,141826",Exact,,,,,,,,,N,N,N
M0687,,Indonesia,Paringin Coal Mine,,,PT Adaro Indonesia,,Adaro Energy,Indonesia,,"4,9",2022,Surface,Open Pit,,50,Estimate,1094,Estimate,Subbituminous,Thermal,1991,2022,Reserve exhausted,Unknown,,,Tabalong,South Kalimantan,South-eastern Asia,Asia,"-2,204484","115,527798",Exact,,,,,,,,,N,N,N
M4136,,Indonesia,PBT Coal Mine,Putra Banua Tapin Coal Mine,,Putra Banua Tapin,,Putra Banua Tapin,Indonesia,,"0,15",2022,Surface,Open Pit,"1,978",50,Estimate,212,Estimate,Subbituminous,Thermal,2014,2024,,Unknown,,,Tapin,South Kalimantan,South-eastern Asia,Asia,"-2,995713","115,212193",Exact,,,,,,,,,N,N,N
M4137,,Indonesia,PCMU Coal Mine,Pribumi Citra Megah Utama Coal Mine,,Pribumi Citra Megah Utama,,Pribumi Citra Megah Utama,Indonesia,,"0,98",2020,Surface,Open Pit,"2,81",50,Estimate,246,Estimate,Subbituminous,Thermal,2014,2019,,Unknown,,,Tanah Laut,South Kalimantan,South-eastern Asia,Asia,"-3,816909","115,287575",Exact,,,,,,,,,N,N,N
M4140,,Indonesia,PGS Coal Mine,Panca Gemilang Semesta Coal Mine,,Panca Gemilang Semesta,,Panca Gemilang Semesta,Indonesia,,,,Surface,Open Pit,1,50,Estimate,,Estimate,Subbituminous,Thermal,2009,2017,,Unknown,Dunsun Tengah,,East Barito,Central Kalimantan,South-eastern Asia,Asia,"-2,195955","115,507165",Exact,,,,,,,,,N,N,N
M4156,,Indonesia,Rabani Corporindo Coal Mine,,,Rabani Corporindo,,Rabani Corporindo,Indonesia,,"0,11",2020,Surface,Open Pit,"1,21",50,Estimate,208,Estimate,Subbituminous,Thermal,2016,2021,,Unknown,,,North Penajam Paser,East Kalimantan,South-eastern Asia,Asia,"0,38415","117,174835",Approximate,,,,,,,,,N,N,N
M4159,,Indonesia,Rinjani Kartanegara Coal Mine,,,Rinjani Kartanegara,,Rinjani Kartanegara,Indonesia,,"0,34",2020,Surface,Open Pit,"19,33",50,Estimate,227,Estimate,Subbituminous,Thermal,2009,2017,,Unknown,,,Kutai Kartanegara,East Kalimantan,South-eastern Asia,Asia,"0,461052","117,306671",Approximate,,,,,,,,,N,N,N
M4160,,Indonesia,Rizqi Utama Indobara Coal Mine,,,Rizqi Utama Indobara,,Rizqi Utama Indobara,Indonesia,,,2020,Surface,Open Pit,"0,74",50,Estimate,,Estimate,Lignite,Thermal,2009,2015,,Unknown,Sungai Danau,,Tanah Bumbu,South Kalimantan,South-eastern Asia,Asia,"-3,780722","115,458806",Exact,,,,,,,,,N,N,N
M4162,,Indonesia,RPC Coal Mine,"Rahmat, Rahmat Prima Coal Mine",,Rahmat Prima Coal,,Rahmat Prima Coal,Indonesia,,"0,02",2020,Surface,Open Pit,"0,79",50,Estimate,209,Estimate,Subbituminous,Thermal,2015,2021,,Unknown,,,Kutai Kartanegara,East Kalimantan,South-eastern Asia,Asia,"0,515981","115,801933",Approximate,,,,,,,,,N,N,N
M4163,,Indonesia,RS Coal Mine,Rukun Sentosa Coal Mine,,Rukun Sentosa,,Rukun Sentosa,Indonesia,,"0,06",2020,Surface,Open Pit,"79,14",50,Estimate,209,Estimate,Subbituminous,Thermal,2013,2021,,Unknown,,,Kutai Kartanegara,East Kalimantan,South-eastern Asia,Asia,"-1,078614","117,021333",Exact,,,,,,,,,N,N,N
M4164,,Indonesia,Rukun Dadi Coal Mine,,,Rukun Dadi,,Rukun Dadi,Indonesia,,"0,11",2020,Surface,Open Pit,1,50,Estimate,208,Estimate,Subbituminous,Thermal,2015,2021,,Unknown,,,Kutai Kartanegara,East Kalimantan,South-eastern Asia,Asia,"0,054563","117,196808",Approximate,,,,,,,,,N,N,N
M4165,,Indonesia,SAIM Coal Mine,Sumber Alam Inti Mandiri Coal Mine,,Sumber Alam Inti Mandiri,,Sumber Alam Inti Mandiri,Indonesia,,"0,01",2020,Surface,Open Pit,"0,3",50,Estimate,208,Estimate,Subbituminous,Thermal,2010,2021,,Unknown,,,Tanah Bumbu,South Kalimantan,South-eastern Asia,Asia,"-3,695994","115,623382",Exact,,,,,,,,,N,N,N
M1514,,Indonesia,Samantaka Batubara Coal Mine,,,PT Samantaka Batubara,,BlackGold Natural Resources,Singapore,"0,5","0,24",2022,Surface,Open Pit,150,50,Estimate,290,Estimate,Subbituminous,Thermal,2013,2023,,Unknown,,,Indragiri Hulu,Riau,South-eastern Asia,Asia,"0,926258","101,514545",Approximate,Coal Plant,Pekanbaru Tenayan power station,https://www.gem.wiki/Pekanbaru_Tenayan_power_station,,,,,,N,N,N
M4166,,Indonesia,Saptajaya Menjak Sengewari Coal Mine,,,Saptajaya Menjak Sengewari,,Saptajaya Menjak Sengewari,Indonesia,,,,Surface,Open Pit,,60,Estimate,,Estimate,Bituminous,Thermal,,,,Unknown,Gedung Harta,,Central Lampung,Lampung,South-eastern Asia,Asia,"-5,055389","104,834957",Approximate,,,,,,,,,N,N,N
M4170,,Indonesia,Sarolangun Prima Coal Mine,,,Sarolangun Prima Coal,,Sarolangun Prima Coal,Indonesia,"0,6","0,79",2020,Surface,Open Pit,"20,64",50,Estimate,251,Estimate,Subbituminous,Thermal,2013,2030,,Unknown,,,Sarolangun,Jambi,South-eastern Asia,Asia,"-2,289826","102,769967",Exact,Export / Domestic,,,,,,,,N,N,N
M4182,,Indonesia,Senamas Energindo Mulia Coal Mine,,,Senamas Energindo Mulia,,Senamas Energindo Mulia,Indonesia,,,,Surface,Open Pit,,50,Estimate,,Estimate,Subbituminous,Thermal,1997,,,Unknown,,,Kotabaru,South Kalimantan,South-eastern Asia,Asia,"-2,630993","116,193346",Approximate,,,,,,,,,N,N,N
M4189,,Indonesia,SPH Coal Mine,Sumber Permata Hitam Coal Mine,,Sumber Permata Hitam,,PT BintangDelapan Group,Indonesia,,"0,44",2020,Surface,Open Pit,"7,27",50,Estimate,229,Estimate,Subbituminous,Thermal,2014,2021,,Unknown,,,Kutai Kartanegara,East Kalimantan,South-eastern Asia,Asia,"-0,187136","117,152862",Approximate,,,,,,,,,N,N,N
M4193,,Indonesia,SSP Coal Mine,Sanga-Sanga Perkasa Coal Mine,,Sanga-Sanga Perkasa,,Sanga-Sanga Perkasa,Indonesia,,"0,072",2022,Surface,Open Pit,"0,42",50,Estimate,207,Estimate,Subbituminous,Thermal,,2019,,Unknown,,,Kutai Kartanegara,East Kalimantan,South-eastern Asia,Asia,"-0,635059","117,238479",Exact,,,,,,,,,N,N,N
M0715,,Indonesia,Tandung Mayang Coal Mine,,,PT Kitadin,,Banpu,Thailand,,0,,Surface,Open Pit,"6,88",50,Estimate,,Estimate,Subbituminous,Thermal,2011,2022,,,Tandung Mayang,,Kutai Timur,East Kalimantan,South-eastern Asia,Asia,"-0,321902","117,086236",Exact,,,,,,,,,N,N,N
M4507,,Indonesia,Tanito Harum Coal Mine,,,PT Tanito Harum,,PT Kibar Energi Investama [75%]; PT Tanito Bara Utama [25%],Indonesia,,"0,24",2019,Surface,Open Pit,"345,84",50,Estimate,,,Subbituminous,Thermal,1989,,,Unknown,,Tenggarong,Kutai Kartanegara,East Kalimantan,South-eastern Asia,Asia,"-0,1452029","116,444123",Approximate,,,,,,,,,N,N,N
M4205,,Indonesia,TES Coal Mine,Transisi Energy Satunama Coal Mine,,Transisi Energy Satunama,,Transisi Energy Satunama,Indonesia,,"0,38",2020,Surface,Open Pit,"9,47",50,Estimate,231,Estimate,Subbituminous,Thermal,,2021,,Unknown,,Sungai Kunjang,Samarinda,East Kalimantan,South-eastern Asia,Asia,"0,417108","117,350616",Approximate,,,,,,,,,N,N,N
M3263,,Indonesia,TSA Coal Mine,,,PT Teguh Sinarabadi,,Bayan Resources,Indonesia,,0,2024,Surface,Open Pit,"58,38",60,Estimate,193,Estimate,Bituminous,Thermal,2008,,Reserve exhausted,Unknown,,Muara Bunyut,West Kutai,East Kalimantan,South-eastern Asia,Asia,"-0,292828","115,887316",Approximate,,,,,,,,,N,N,N
M4213,,Indonesia,TTP Coal Mine,Tri Tunggal Pitriati Coal Mine,,Tri Tunggal Pitriati,,Energy Earth Public Company,Indonesia,10,,2020,Surface,Open Pit,"0,16",50,Estimate,,Estimate,Subbituminous,Thermal,2015,2020,,Unknown,,,Tanah Bumbu,South Kalimantan,South-eastern Asia,Asia,"-3,625607","115,617367",Exact,,,,,,,,,N,N,N
M1421,,Indonesia,Tuang Satu Coal Mine,,,Karbindo Abesyapradhi,,PT Surya Prisma Indah[90%],Indonesia,"0,192",,,Surface,Open Pit,"3,44",60,Estimate,,,Bituminous,Thermal,1994,2014,,Unknown,Sungai Tambang,,Sijunjung,West Sumatra,South-eastern Asia,Asia,"-0,852615","101,355639",Exact,Terminal (Export),Port of Teluk Bayur,https://www.gem.wiki/Port_of_Teluk_Bayur,,,,,,N,N,N
M4218,,Indonesia,UKB Coal Mine,Usaha Kawan Bersama Coal Mine,,Usaha Kawan Bersama,,Energi Group,Indonesia,,,,Surface,Open Pit,"1,967",50,Estimate,,Estimate,Subbituminous,Thermal,2020,2025,,Unknown,,,Banjar,South Kalimantan,South-eastern Asia,Asia,"-3,424692","114,969376",Exact,,,,,,,,,N,N,N
M4219,,Indonesia,UKS Coal Mine,Usaha Kawan Sejati Coal Mine,,Usaha Kawan Sejati,,Usaha Kawan Sejati,Indonesia,,,,Surface,Open Pit,,50,Estimate,,Estimate,Subbituminous,Thermal,2010,,,Unknown,,,Tanah Bumbu,South Kalimantan,South-eastern Asia,Asia,"-3,776799","115,433106",Exact,,,,,,,,,N,N,N
M4225,,Indonesia,WTB Coal Mine,Wahyu Taruna Bakti Coal Mine,,Wahyu Taruna Bakti,,Wahyu Taruna Bakti,Indonesia,,"0,16",2020,Surface,Open Pit,"0,94",50,Estimate,211,Estimate,Subbituminous,Thermal,2016,2025,,Unknown,,,Tanah Laut,South Kalimantan,South-eastern Asia,Asia,"-3,721282","115,183809",Exact,,,,,,,,,N,N,N
M4226,,Indonesia,Yamabhumi Palaka Coal Mine,,,Yamabhumi Palaka,,Yamabhumi Palaka,Indonesia,,,,Surface,Open Pit,,50,Estimate,,Estimate,Subbituminous,Thermal,,,Financial difficulty,Unknown,,,Sintang,Central Kalimantan,South-eastern Asia,Asia,"-1,268723","113,086535",Approximate,,,,,,,,,N,N,N
M4228,,Indonesia,YNH Coal Mine,Yuni Nur Has Coal Mine,,Yuni Nur Has,,Yuni Nur Has,Indonesia,,"0,02",2020,Surface,Open Pit,18,50,Estimate,209,Estimate,Subbituminous,Thermal,2015,2025,,Unknown,,,Kotabaru,South Kalimantan,South-eastern Asia,Asia,"-2,684372","116,228239",Exact,,,,,,,,,N,N,N
M5621,,Italy,Monte Sinni Mine at Nuraxi Figus,,Miniera di Monte Sinni,Carbosulcis SpA,,,,,"1,3",2016,Underground,Longwall,855,400,Exact,321,Exact,Subbituminous,Thermal,1932,2019,,Repurpose,Sulcis,Nuraxi Figus,Gonnesa,"Sardinia, Carbonia-Iglesias Province",Southern Europe,Europe,"39,2160797","8,4391622",Approximate,,,,,,,,,N,N,N
M1425,,Kazakhstan,Saryadyr Coal Mine,,,TOO On-Olzha,,TOO On-Olzha,Kazakhstan,3,,,Surface,Open Pit,,60,Estimate,,,Bituminous,Thermal,,2017,Financial difficulty,Unknown,,,,,Central Asia,Asia,"51,674897","73,524113",Exact,,,,,,,,,N,N,N
M5608,,Germany,Ibbenbüren Mine,,Bergwerk Ibbenbüren,Rag Deutsche Steinkohle (RAG),,,,,"0,816",2018,Underground,,92,1545,Exact,800,Exact,Anthracite,Thermal,1898,2018,Government order,Other,,,Ruhr Valley,North Rhine-Westphalia,Western Europe,Europe,"52,28699512","7,74281393",Exact,,,,,,,,,N,N,N
M5607,,Germany,Cottbus North,Cottbus-Nord opencast mine,Bergwerk Cottbus Nord,Lausitz Energie Bergbau AG,,,,,"2,4",2015,Surface,,,45,Exact,,,Lignite,Thermal,1981,2015,Reserve exhausted,Rehabilitation,,Cottbus,,Brandenburg,Western Europe,Europe,"51,79018822","14,41787535",Exact,Coal Plant,Janschwalde power plant,https://www.gem.wiki/Janschwalde_power_station,,,,,,N,N,N
M2475,,Mexico,Micare Coal Mine,,Mina de carbón Micare,Altos Hornos de México [AHMSA] - Grupo Acerero del Norte S.A. de C.V,,Altos Hornos de México (AHMSA) - Grupo Acerero del Norte S.A. de C.V.,,,"6,12",2021,Underground & Surface,Mixed,,60,Estimate,830,Estimate,Bituminous,Thermal,2012,2020,,,,Nava,,Coahuila,Latin America and the Caribbean,Americas,"28,498439","-100,684021",Exact,Coal Plant,José López Portillo power station,https://www.gem.wiki/José_López_Portillo_power_station,,,,,,N,N,N
M2631,,Mexico,Nueva Rosita Coal Mine,,"Mina de carbón Nueva Rosita, IMMSA Operation",Industrial Minera México [IMMSA],,Grupo Mexico SAB de CV,Mexico,"0,35","0,04",2020,Surface,Open Pit,,60,Estimate,,,Bituminous,Thermal & Met,,,,,,Nueva Rosita,,Coahuila,Latin America and the Caribbean,Americas,"27,957844","-101,20594",Exact,Other Industrial,Nueva Rosita Coking Plant,,,,,,,N,N,N
M3689,,Mexico,Tajo La Conquista Mine,,,Industrial Minera México [IMMSA],,Grupo Mexico SAB de CV,Mexico,"0,02",,2021,Surface,Open Pit,"1,35",60,Estimate,344,Estimate,Bituminous,Met,,,,,,Múzquiz,,Coahuila,Latin America and the Caribbean,Americas,"27,73917","-101,3826",Approximate,Other Industrial,Nueva Rosita Coking Plant,,,,,,,N,N,N
M6626,1202407,United States,West 61,,,United Minerals Company LLC,,,,,,,Surface,,,75,Estimate,,,Bituminous,,,2018,,Abandoned,,LYNNVILLE,,Indiana,Northern America,Americas,"38,158333","-87,289722",Approximate,,,,,,,,,N,N,N
M2519,,Myanmar,Kaing Coal Mine,,,Hein Myittar Co [50.00%]; Pyae Aung Hein Mining Co [50.00%],,Hein Myittar Co [50.00%]; Pyae Aung Hein Mining Co [50.00%],Myanmar,,,,Surface,Open Pit,"0,07",50,Estimate,181,Estimate,Subbituminous,Thermal,2017,2021,,,Shan,Mongkaing,Loilen,Shan,South-eastern Asia,Asia,"21,629704","97,542699",Approximate,,,,,,,,,N,N,N
M3288,,Myanmar,Loije (Lweje) Coal Mine,"Lweje, Loije",,No. 3 Mining Enterprise [33%]; Ayeyarwaddy Myitpyar [33%]; Bamboo Result [33%],,No. 3 Mining Enterprise [33%]; Ayeyarwaddy Myitpyar [33%]; Bamboo Result [33%],Myanmar,,"0,0045",2011,Surface,Open Pit,"0,03",50,Estimate,,,Lignite,Thermal,,,,,,Moemauk,,Kachin,South-eastern Asia,Asia,"24,266846","97,34409",Approximate,,,,,,,,,N,N,N
M3292,,Myanmar,Maw Taung Coal Mine,,,"Saraburi Coal Company, Myanmar Economic Corporation",,Saraburi Coal Company; Myanmar Economic Corporation,Myanmar,,"0,79",2004,Surface,Open Pit,80,50,Estimate,,,Subbituminous,Thermal,,,,Rehabilitation,,Tanintharyi,Myeik,Tanintharyi,South-eastern Asia,Asia,"12,083051","99,007212",Approximate,,,,,,,,,N,N,N
M1447,,New Zealand,Berlins Creek Coal Mine,Heaphy Mine,,Heaphy Mining Ltd,,Heaphy Mining,New Zealand,10,0,2023,Surface,Open Pit,"2,17",50,Estimate,200,Estimate,Subbituminous,Thermal,2017,2021,,,Inangahua,Lower Buller Gorge,,West Coast,Australia and New Zealand,Oceania,"-41,879217","171,84727",Exact,Other Industrial,,,,,,,,N,N,N
M5622,,New Zealand,Canterbury Coal Mine,Malvern Hills,,Bathurst Resources,,,,,"0,095",2020,Surface,Open Pit,"0,52",50,Estimate,35,Exact,Subbituminous,Thermal,,2021,Other,Rehabilitation,Canterbury,Coalgate,,South Island,Australia and New Zealand,Oceania,"-43,4551","171,931565",Exact,Other Industrial,Fonterra Milk Processing Factory,,,,,,,N,N,N
M1449,,New Zealand,Cascade Coal Mine,,,Bathurst Resources,,Bathurst Resources [100%],New Zealand,21,0,,Surface,Open Pit,"0,76",60,Estimate,,Estimate,Bituminous,Met,,2020,,,,Denniston,,West Coast,Australia and New Zealand,Oceania,"-41,769952","171,801689",Approximate,Other Industrial,Cement Industry,,,,,,,N,N,N
M3295,,New Zealand,Charleston Coal Mine,,,Charleston Coal,,Charleston Coal,New Zealand,,"0,0001",2022,Surface,Open Pit,"0,17",50,Estimate,,,Subbituminous,,1944,2022,,,Charleston,Charleston,,West Coast,Australia and New Zealand,Oceania,"-41,9143","171,4328",Exact,,,,,,,,,N,N,N
M5623,,New Zealand,Harliwich Coal Mine,,,Harliwich Holdings,,,,,"0,01",,Surface,Open Pit,"0,02",50,Estimate,,,Lignite,Thermal,1906,2018,Safety hazards,Unknown,,Roxburgh,"Central Otago, Teviot Valley",South Island,Australia and New Zealand,Oceania,"-45,477797","169,307206",Exact,Other Industrial,,,,,,,,N,N,N
M5624,,New Zealand,Huntly East Coal Mine,East Mine,,Solid Energy,,,,"0,45",,,Underground,Bord and Pillar,"1,12",400,Exact,200,Estimate,Subbituminous,Met,1978,2017,Economically unviable,Rehabilitation,,Huntly,Waikato,North Island,Australia and New Zealand,Oceania,"-37,539167","175,182016",Exact,Steel Plant,Glenbrook Steel Mill,https://www.gem.wiki/Glenbrook_Steel_Mill,,,,,,N,N,N
M3294,,New Zealand,Malvern Hills Coal Mine,,,Bathurst Resources,,Bathurst Resources,New Zealand,,"0,1",,Surface,Open Pit,,50,Estimate,,Estimate,Subbituminous,Thermal,,,,,Canterbury,Coalgate,,Canterbury,Australia and New Zealand,Oceania,"-43,4551","171,931565",Exact,,,,,,,,,N,N,N
M5625,,New Zealand,Ohai Coal Mine,,,Greenbriar Ltd,,Palmer MH Ltd,,,"0,035",2012,Surface,Open Pit,"2,79",50,Estimate,,,Subbituminous,Thermal,,2021,Economically unviable,Rehabilitation,,Ohai,Southland,South Island,Australia and New Zealand,Oceania,"-45,9255592","167,9563859",Exact,Other Industrial,,,,,,,,N,N,N
M3293,,New Zealand,Pike River Coal Mine,,,Solid Energy,,Solid Energy,New Zealand,,"0,06",,Underground,Mixed,,160,Exact,150,Exact,Bituminous,Met,2008,2014,Safety hazards,Abandoned,,Greymouth,Grey,West Coast,Australia and New Zealand,Oceania,"-42,205663","171,482582",Exact,,,,,,,,,N,N,N
M5626,,New Zealand,ROA Coal Mine,,,New Zealand Coal & Carbon (NZCC),,,,,"0,024",2015,Underground,Mixed,,494,Estimate,20,Exact,Bituminous,Thermal & Met,1907,2016,Economically unviable,,Greymouth,Blackball,,South Island,Australia and New Zealand,Oceania,"-42,35144","171,377853",Exact,Terminal (Export),Lyttleton Port,,,,,,,N,N,N
M5627,,New Zealand,Spring Creek Mine,,,Solid Energy,,,,,,,Underground,Mixed,,494,Estimate,,,Bituminous,Thermal & Met,1994,2017,Economically unviable,Abandoned,Greymouth,Dunollie,,West Coast,Australia and New Zealand,Oceania,"-42,3934459","171,2617834",Exact,Other Industrial,,,,,,,,N,N,N
M5606,,Germany,Auguste Victoria Colliery,,Bergwerk Auguste Victoria,RAG Aktiengesellschaft,,,,,"2,1",2015,Underground,,"0,9",1150,Exact,2000,Estimate,Anthracite,Thermal,1905,2015,End of mine life,Rehabilitation,Ruhr,Marl,Recklinghausen,North Rhine-Westphalia,Western Europe,Europe,"51,66778","7,13639",Approximate,,,,,,,,,N,N,N
M1551,,Nigeria,Okaba Coal Mine,,,Denca Services Ltd,,Denca Services Ltd [100%],Nigeria,,0,2025,Underground & Surface,Mixed,,100,Exact,397,Estimate,Subbituminous,Thermal,,,,,,,,Kogi,Sub-Saharan Africa,Africa,"7,422395","7,78071",Exact,Coal Plant,Kogi power station,https://www.gem.wiki/Kogi_power_station,,,,,,N,N,N
M1777,,Nigeria,Okpara Coal Mine,,,Nigerian Coal Corporation,,Federal Government of Nigeria [100%],Nigeria,,0,2025,Underground,,,180,Exact,1215,Estimate,Subbituminous,Thermal,,,,Abandoned,,,,Enugu,Sub-Saharan Africa,Africa,"6,401342","7,450798",Exact,,,,,,,,,N,N,N
M1776,,Nigeria,Onyeama Coal Mine,,,Nigerian Coal Corporation,,Federal Government of Nigeria [100%],Nigeria,,0,2025,Underground,,,494,Estimate,,Estimate,Subbituminous,Thermal,,,,Abandoned,,,,Enugu,Sub-Saharan Africa,Africa,"6,4139","7,457409",Approximate,,,,,,,,,N,N,N
M2522,,Nigeria,Owukpa Coal Mine,,,Nigerian Coal Corporation,,Federal Government of Nigeria [100%],Nigeria,,0,2025,Underground,,,494,Estimate,,Estimate,Subbituminous,Thermal,,,,Abandoned,,,,Benue,Sub-Saharan Africa,Africa,"6,448988","7,432746",Approximate,,,,,,,,,N,N,N
M5628,,Norway,Lunckefjellet Mine,,,Store Norske Spitsbergen Kulkompani,,,,,,,Underground,,,494,Estimate,45,Estimate,Bituminous,,2014,2020,Government order,Rehabilitation,,Sveagruva,,Svalbard,Northern Europe,Europe,"78,12819195","16,1227448",Approximate,,,,,,,,,N,N,N
M1455,,Norway,Mine 7 Coal Mine,Gruve 7,,Store Norske Spitsbergen Kulkompani,,Ministry of Trade and Industry,Norway,,"0,12",2024,Underground,Bord and Pillar,,494,Estimate,468,Exact,Bituminous,Thermal & Met,1966,2025,Government order,Reclamation,,Adventdalen,Spitsbergen,Svalbard,Northern Europe,Europe,"78,1568","16,0231",Exact,Other Industrial,Longyearbyen Energiverk,,,,,,,Y,N,N
M5629,,Norway,Svea Nord Mine,,,Store Norske Spitsbergen Kulkompani,,,,3,,,Underground,Longwall,,494,Estimate,45,Estimate,Bituminous,Thermal & Met,2001,2020,Government order,Rehabilitation,,Longyearbyen,,Svalbard,Northern Europe,Europe,"77,9922486","16,40687636",Approximate,,,,,,,,,N,N,N
M4523,,Pakistan,Jhimpir Coal Mine,Meting Jhimpir,,Sindh Lakhra Coal Mining Company,,,Pakistan,,,,Surface,Open Pit,,50,Estimate,,,Subbituminous,Thermal,,,Safety hazards,Unknown,Meting-Jhimpir,Jhampir,Thatta,Sindh,Southern Asia,Asia,"25,0239198","68,0058109",Approximate,,,,,,,,,N,N,N
M5630,,Philippines,Panian Coal Mine,,,Semirara Mining and Power Corporation,,,,,,,Surface,,,50,Estimate,,,Subbituminous,,1999,2016,Reserve exhausted,Rehabilitation,,,,Semirara,South-eastern Asia,Asia,"12,10849776","121,3785807",Approximate,,,,,,,,,N,N,N
M1554,,Poland,KWB Adamów Coal Mine,,Kopalnia Adamów,PAK KWB Adamów SA,,ZespoŁ Elektrowni Patnow-Adamow-Konin [ZE PAK Group],Poland,,"1,6",,Surface,Open Pit,20,50,Estimate,,,Lignite,Thermal,1961,2021,Reserve exhausted,Renewable energy site,,Turek,,Greater Poland,Eastern Europe,Europe,"52,3055","18,2314",Exact,Coal Plant,"Adamów Power Station, Pątnów Power Station",https://www.gem.wiki/Adamow_power_station,,,,,,N,N,N
M5631,,Poland,KWK Anna,Ruch Anna of the Rydułtowy-Anna Hard Coal Mine,,Spółka Restrukturownictwa Kopalń S.A.,,,,,"2,9",1978,Underground,,,700,Estimate,,,Anthracite,Thermal,1832,2012,Reserve exhausted,Abandoned,,Pszów,Silesia,Lesser Poland,Eastern Europe,Europe,"50,045","18,390556",Exact,,,,,,,,,N,N,N
M5632,,Poland,KWK Boże Dary Coal Mine,God's Gifts,Kopalnia Węgla Kamiennego Boże Dary,Spółka Restrukturownictwa Kopalń S.A.,,,,,"0,93",1970,Underground,,611,700,Estimate,,,Anthracite,Thermal,1902,2015,Economically unviable,Repurpose,,Katowice,Silesia,Lesser Poland,Eastern Europe,Europe,"50,18010816","19,00692456",Exact,,,,,,,,,N,N,N
M5633,,Poland,KWK Brzeszcze East,,Kopalnia Brzeszcze Wschód,"Tauron Wydobycie, Spółka Restrukturownictwa Kopalń S.A.",,Tauron Group,,,,,Underground,,"0,65",700,Estimate,,,Anthracite,Thermal,1907,2019,Reserve exhausted,Abandoned,Upper Silesia,Brzeszcze,Silesia,Lesser Poland,Eastern Europe,Europe,"49,9872693","19,15496965",Exact,,,,,,,,,N,N,N
M5634,,Poland,KWK Centrum,Centrum-Szombierk Mine,Kopalnia Węgla Kamiennego Centrum,Spółka Restrukturownictwa Kopalń S.A.,,,,,"0,09",2015,Underground,,,900,Exact,,,Anthracite,,1881,2015,,Demolished,,Bytom,Silesia,Lesser Poland,Eastern Europe,Europe,"50,35379056","18,89298414",Approximate,,,,,,,,,N,N,N
